office,id,ad,ed,candidate,party,votes
Surrogate Queens,26824,23,1,Cassandra A. Johnson,Democratic,214
Surrogate Queens,26824,23,1,Stephen H. Weiner,Republican,826
Surrogate Queens,26824,23,1,Stephen H. Weiner,Conservative/Common Sense,154
Surrogate Queens,26824,23,1,WRITE-IN,,0
Surrogate Queens,26824,23,2,Cassandra A. Johnson,Democratic,220
Surrogate Queens,26824,23,2,Stephen H. Weiner,Republican,763
Surrogate Queens,26824,23,2,Stephen H. Weiner,Conservative/Common Sense,126
Surrogate Queens,26824,23,2,WRITE-IN,,1
Surrogate Queens,26824,23,3,Cassandra A. Johnson,Democratic,81
Surrogate Queens,26824,23,3,Stephen H. Weiner,Republican,267
Surrogate Queens,26824,23,3,Stephen H. Weiner,Conservative/Common Sense,37
Surrogate Queens,26824,23,3,WRITE-IN,,1
Surrogate Queens,26824,23,4,Cassandra A. Johnson,Democratic,305
Surrogate Queens,26824,23,4,Stephen H. Weiner,Republican,774
Surrogate Queens,26824,23,4,Stephen H. Weiner,Conservative/Common Sense,66
Surrogate Queens,26824,23,4,WRITE-IN,,1
Surrogate Queens,26824,23,5,Cassandra A. Johnson,Democratic,258
Surrogate Queens,26824,23,5,Stephen H. Weiner,Republican,830
Surrogate Queens,26824,23,5,Stephen H. Weiner,Conservative/Common Sense,63
Surrogate Queens,26824,23,5,WRITE-IN,,1
Surrogate Queens,26824,23,6,Cassandra A. Johnson,Democratic,288
Surrogate Queens,26824,23,6,Stephen H. Weiner,Republican,756
Surrogate Queens,26824,23,6,Stephen H. Weiner,Conservative/Common Sense,77
Surrogate Queens,26824,23,6,WRITE-IN,,2
Surrogate Queens,26824,23,7,Cassandra A. Johnson,Democratic,346
Surrogate Queens,26824,23,7,Stephen H. Weiner,Republican,782
Surrogate Queens,26824,23,7,Stephen H. Weiner,Conservative/Common Sense,66
Surrogate Queens,26824,23,7,WRITE-IN,,2
Surrogate Queens,26824,23,8,Cassandra A. Johnson,Democratic,385
Surrogate Queens,26824,23,8,Stephen H. Weiner,Republican,483
Surrogate Queens,26824,23,8,Stephen H. Weiner,Conservative/Common Sense,54
Surrogate Queens,26824,23,8,WRITE-IN,,0
Surrogate Queens,26824,23,9,Cassandra A. Johnson,Democratic,304
Surrogate Queens,26824,23,9,Stephen H. Weiner,Republican,241
Surrogate Queens,26824,23,9,Stephen H. Weiner,Conservative/Common Sense,39
Surrogate Queens,26824,23,9,WRITE-IN,,3
Surrogate Queens,26824,23,10,Cassandra A. Johnson,Democratic,383
Surrogate Queens,26824,23,10,Stephen H. Weiner,Republican,622
Surrogate Queens,26824,23,10,Stephen H. Weiner,Conservative/Common Sense,66
Surrogate Queens,26824,23,10,WRITE-IN,,0
Surrogate Queens,26824,23,11,Cassandra A. Johnson,Democratic,562
Surrogate Queens,26824,23,11,Stephen H. Weiner,Republican,206
Surrogate Queens,26824,23,11,Stephen H. Weiner,Conservative/Common Sense,25
Surrogate Queens,26824,23,11,WRITE-IN,,1
Surrogate Queens,26824,23,12,Cassandra A. Johnson,Democratic,172
Surrogate Queens,26824,23,12,Stephen H. Weiner,Republican,81
Surrogate Queens,26824,23,12,Stephen H. Weiner,Conservative/Common Sense,9
Surrogate Queens,26824,23,12,WRITE-IN,,1
Surrogate Queens,26824,23,13,Cassandra A. Johnson,Democratic,466
Surrogate Queens,26824,23,13,Stephen H. Weiner,Republican,219
Surrogate Queens,26824,23,13,Stephen H. Weiner,Conservative/Common Sense,26
Surrogate Queens,26824,23,13,WRITE-IN,,3
Surrogate Queens,26824,23,14,Cassandra A. Johnson,Democratic,294
Surrogate Queens,26824,23,14,Stephen H. Weiner,Republican,306
Surrogate Queens,26824,23,14,Stephen H. Weiner,Conservative/Common Sense,23
Surrogate Queens,26824,23,14,WRITE-IN,,0
Surrogate Queens,26824,23,15,Cassandra A. Johnson,Democratic,386
Surrogate Queens,26824,23,15,Stephen H. Weiner,Republican,354
Surrogate Queens,26824,23,15,Stephen H. Weiner,Conservative/Common Sense,33
Surrogate Queens,26824,23,15,WRITE-IN,,2
Surrogate Queens,26824,23,16,Cassandra A. Johnson,Democratic,235
Surrogate Queens,26824,23,16,Stephen H. Weiner,Republican,183
Surrogate Queens,26824,23,16,Stephen H. Weiner,Conservative/Common Sense,17
Surrogate Queens,26824,23,16,WRITE-IN,,0
Surrogate Queens,26824,23,17,Cassandra A. Johnson,Democratic,158
Surrogate Queens,26824,23,17,Stephen H. Weiner,Republican,404
Surrogate Queens,26824,23,17,Stephen H. Weiner,Conservative/Common Sense,34
Surrogate Queens,26824,23,17,WRITE-IN,,0
Surrogate Queens,26824,23,18,Cassandra A. Johnson,Democratic,523
Surrogate Queens,26824,23,18,Stephen H. Weiner,Republican,200
Surrogate Queens,26824,23,18,Stephen H. Weiner,Conservative/Common Sense,24
Surrogate Queens,26824,23,18,WRITE-IN,,0
Surrogate Queens,26824,23,19,Cassandra A. Johnson,Democratic,94
Surrogate Queens,26824,23,19,Stephen H. Weiner,Republican,12
Surrogate Queens,26824,23,19,Stephen H. Weiner,Conservative/Common Sense,2
Surrogate Queens,26824,23,19,WRITE-IN,,0
Surrogate Queens,26824,23,20,Cassandra A. Johnson,Democratic,751
Surrogate Queens,26824,23,20,Stephen H. Weiner,Republican,93
Surrogate Queens,26824,23,20,Stephen H. Weiner,Conservative/Common Sense,19
Surrogate Queens,26824,23,20,WRITE-IN,,1
Surrogate Queens,26824,23,21,Cassandra A. Johnson,Democratic,555
Surrogate Queens,26824,23,21,Stephen H. Weiner,Republican,148
Surrogate Queens,26824,23,21,Stephen H. Weiner,Conservative/Common Sense,16
Surrogate Queens,26824,23,21,WRITE-IN,,5
Surrogate Queens,26824,23,22,Cassandra A. Johnson,Democratic,252
Surrogate Queens,26824,23,22,Stephen H. Weiner,Republican,24
Surrogate Queens,26824,23,22,Stephen H. Weiner,Conservative/Common Sense,5
Surrogate Queens,26824,23,22,WRITE-IN,,0
Surrogate Queens,26824,23,23,Cassandra A. Johnson,Democratic,129
Surrogate Queens,26824,23,23,Stephen H. Weiner,Republican,122
Surrogate Queens,26824,23,23,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,23,23,WRITE-IN,,0
Surrogate Queens,26824,23,24,Cassandra A. Johnson,Democratic,245
Surrogate Queens,26824,23,24,Stephen H. Weiner,Republican,41
Surrogate Queens,26824,23,24,Stephen H. Weiner,Conservative/Common Sense,2
Surrogate Queens,26824,23,24,WRITE-IN,,0
Surrogate Queens,26824,23,25,Cassandra A. Johnson,Democratic,436
Surrogate Queens,26824,23,25,Stephen H. Weiner,Republican,244
Surrogate Queens,26824,23,25,Stephen H. Weiner,Conservative/Common Sense,24
Surrogate Queens,26824,23,25,WRITE-IN,,0
Surrogate Queens,26824,23,26,Cassandra A. Johnson,Democratic,254
Surrogate Queens,26824,23,26,Stephen H. Weiner,Republican,153
Surrogate Queens,26824,23,26,Stephen H. Weiner,Conservative/Common Sense,6
Surrogate Queens,26824,23,26,WRITE-IN,,1
Surrogate Queens,26824,23,27,Cassandra A. Johnson,Democratic,302
Surrogate Queens,26824,23,27,Stephen H. Weiner,Republican,681
Surrogate Queens,26824,23,27,Stephen H. Weiner,Conservative/Common Sense,43
Surrogate Queens,26824,23,27,WRITE-IN,,5
Surrogate Queens,26824,23,28,Cassandra A. Johnson,Democratic,437
Surrogate Queens,26824,23,28,Stephen H. Weiner,Republican,169
Surrogate Queens,26824,23,28,Stephen H. Weiner,Conservative/Common Sense,17
Surrogate Queens,26824,23,28,WRITE-IN,,1
Surrogate Queens,26824,23,29,Cassandra A. Johnson,Democratic,255
Surrogate Queens,26824,23,29,Stephen H. Weiner,Republican,407
Surrogate Queens,26824,23,29,Stephen H. Weiner,Conservative/Common Sense,34
Surrogate Queens,26824,23,29,WRITE-IN,,1
Surrogate Queens,26824,23,30,Cassandra A. Johnson,Democratic,251
Surrogate Queens,26824,23,30,Stephen H. Weiner,Republican,429
Surrogate Queens,26824,23,30,Stephen H. Weiner,Conservative/Common Sense,30
Surrogate Queens,26824,23,30,WRITE-IN,,0
Surrogate Queens,26824,23,31,Cassandra A. Johnson,Democratic,475
Surrogate Queens,26824,23,31,Stephen H. Weiner,Republican,305
Surrogate Queens,26824,23,31,Stephen H. Weiner,Conservative/Common Sense,27
Surrogate Queens,26824,23,31,WRITE-IN,,0
Surrogate Queens,26824,23,32,Cassandra A. Johnson,Democratic,482
Surrogate Queens,26824,23,32,Stephen H. Weiner,Republican,447
Surrogate Queens,26824,23,32,Stephen H. Weiner,Conservative/Common Sense,36
Surrogate Queens,26824,23,32,WRITE-IN,,3
Surrogate Queens,26824,23,33,Cassandra A. Johnson,Democratic,202
Surrogate Queens,26824,23,33,Stephen H. Weiner,Republican,866
Surrogate Queens,26824,23,33,Stephen H. Weiner,Conservative/Common Sense,56
Surrogate Queens,26824,23,33,WRITE-IN,,1
Surrogate Queens,26824,23,34,Cassandra A. Johnson,Democratic,222
Surrogate Queens,26824,23,34,Stephen H. Weiner,Republican,704
Surrogate Queens,26824,23,34,Stephen H. Weiner,Conservative/Common Sense,53
Surrogate Queens,26824,23,34,WRITE-IN,,3
Surrogate Queens,26824,23,35,Cassandra A. Johnson,Democratic,156
Surrogate Queens,26824,23,35,Stephen H. Weiner,Republican,745
Surrogate Queens,26824,23,35,Stephen H. Weiner,Conservative/Common Sense,41
Surrogate Queens,26824,23,35,WRITE-IN,,1
Surrogate Queens,26824,23,36,Cassandra A. Johnson,Democratic,174
Surrogate Queens,26824,23,36,Stephen H. Weiner,Republican,681
Surrogate Queens,26824,23,36,Stephen H. Weiner,Conservative/Common Sense,54
Surrogate Queens,26824,23,36,WRITE-IN,,0
Surrogate Queens,26824,23,37,Cassandra A. Johnson,Democratic,271
Surrogate Queens,26824,23,37,Stephen H. Weiner,Republican,568
Surrogate Queens,26824,23,37,Stephen H. Weiner,Conservative/Common Sense,41
Surrogate Queens,26824,23,37,WRITE-IN,,2
Surrogate Queens,26824,23,38,Cassandra A. Johnson,Democratic,201
Surrogate Queens,26824,23,38,Stephen H. Weiner,Republican,541
Surrogate Queens,26824,23,38,Stephen H. Weiner,Conservative/Common Sense,42
Surrogate Queens,26824,23,38,WRITE-IN,,1
Surrogate Queens,26824,23,39,Cassandra A. Johnson,Democratic,51
Surrogate Queens,26824,23,39,Stephen H. Weiner,Republican,23
Surrogate Queens,26824,23,39,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,23,39,WRITE-IN,,0
Surrogate Queens,26824,23,40,Cassandra A. Johnson,Democratic,296
Surrogate Queens,26824,23,40,Stephen H. Weiner,Republican,211
Surrogate Queens,26824,23,40,Stephen H. Weiner,Conservative/Common Sense,22
Surrogate Queens,26824,23,40,WRITE-IN,,1
Surrogate Queens,26824,23,41,Cassandra A. Johnson,Democratic,319
Surrogate Queens,26824,23,41,Stephen H. Weiner,Republican,319
Surrogate Queens,26824,23,41,Stephen H. Weiner,Conservative/Common Sense,24
Surrogate Queens,26824,23,41,WRITE-IN,,1
Surrogate Queens,26824,23,42,Cassandra A. Johnson,Democratic,251
Surrogate Queens,26824,23,42,Stephen H. Weiner,Republican,231
Surrogate Queens,26824,23,42,Stephen H. Weiner,Conservative/Common Sense,13
Surrogate Queens,26824,23,42,WRITE-IN,,1
Surrogate Queens,26824,23,43,Cassandra A. Johnson,Democratic,7
Surrogate Queens,26824,23,43,Stephen H. Weiner,Republican,2
Surrogate Queens,26824,23,43,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,23,43,WRITE-IN,,0
Surrogate Queens,26824,23,44,Cassandra A. Johnson,Democratic,531
Surrogate Queens,26824,23,44,Stephen H. Weiner,Republican,520
Surrogate Queens,26824,23,44,Stephen H. Weiner,Conservative/Common Sense,47
Surrogate Queens,26824,23,44,WRITE-IN,,0
Surrogate Queens,26824,23,45,Cassandra A. Johnson,Democratic,306
Surrogate Queens,26824,23,45,Stephen H. Weiner,Republican,341
Surrogate Queens,26824,23,45,Stephen H. Weiner,Conservative/Common Sense,27
Surrogate Queens,26824,23,45,WRITE-IN,,0
Surrogate Queens,26824,23,46,Cassandra A. Johnson,Democratic,494
Surrogate Queens,26824,23,46,Stephen H. Weiner,Republican,377
Surrogate Queens,26824,23,46,Stephen H. Weiner,Conservative/Common Sense,50
Surrogate Queens,26824,23,46,WRITE-IN,,5
Surrogate Queens,26824,23,47,Cassandra A. Johnson,Democratic,338
Surrogate Queens,26824,23,47,Stephen H. Weiner,Republican,336
Surrogate Queens,26824,23,47,Stephen H. Weiner,Conservative/Common Sense,28
Surrogate Queens,26824,23,47,WRITE-IN,,0
Surrogate Queens,26824,23,48,Cassandra A. Johnson,Democratic,345
Surrogate Queens,26824,23,48,Stephen H. Weiner,Republican,367
Surrogate Queens,26824,23,48,Stephen H. Weiner,Conservative/Common Sense,38
Surrogate Queens,26824,23,48,WRITE-IN,,0
Surrogate Queens,26824,23,49,Cassandra A. Johnson,Democratic,457
Surrogate Queens,26824,23,49,Stephen H. Weiner,Republican,381
Surrogate Queens,26824,23,49,Stephen H. Weiner,Conservative/Common Sense,51
Surrogate Queens,26824,23,49,WRITE-IN,,3
Surrogate Queens,26824,23,50,Cassandra A. Johnson,Democratic,182
Surrogate Queens,26824,23,50,Stephen H. Weiner,Republican,130
Surrogate Queens,26824,23,50,Stephen H. Weiner,Conservative/Common Sense,15
Surrogate Queens,26824,23,50,WRITE-IN,,3
Surrogate Queens,26824,23,51,Cassandra A. Johnson,Democratic,328
Surrogate Queens,26824,23,51,Stephen H. Weiner,Republican,207
Surrogate Queens,26824,23,51,Stephen H. Weiner,Conservative/Common Sense,23
Surrogate Queens,26824,23,51,WRITE-IN,,2
Surrogate Queens,26824,23,52,Cassandra A. Johnson,Democratic,197
Surrogate Queens,26824,23,52,Stephen H. Weiner,Republican,139
Surrogate Queens,26824,23,52,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,23,52,WRITE-IN,,1
Surrogate Queens,26824,23,53,Cassandra A. Johnson,Democratic,428
Surrogate Queens,26824,23,53,Stephen H. Weiner,Republican,215
Surrogate Queens,26824,23,53,Stephen H. Weiner,Conservative/Common Sense,20
Surrogate Queens,26824,23,53,WRITE-IN,,8
Surrogate Queens,26824,23,54,Cassandra A. Johnson,Democratic,380
Surrogate Queens,26824,23,54,Stephen H. Weiner,Republican,218
Surrogate Queens,26824,23,54,Stephen H. Weiner,Conservative/Common Sense,26
Surrogate Queens,26824,23,54,WRITE-IN,,6
Surrogate Queens,26824,23,55,Cassandra A. Johnson,Democratic,131
Surrogate Queens,26824,23,55,Stephen H. Weiner,Republican,109
Surrogate Queens,26824,23,55,Stephen H. Weiner,Conservative/Common Sense,13
Surrogate Queens,26824,23,55,WRITE-IN,,1
Surrogate Queens,26824,23,56,Cassandra A. Johnson,Democratic,150
Surrogate Queens,26824,23,56,Stephen H. Weiner,Republican,121
Surrogate Queens,26824,23,56,Stephen H. Weiner,Conservative/Common Sense,10
Surrogate Queens,26824,23,56,WRITE-IN,,2
Surrogate Queens,26824,23,57,Cassandra A. Johnson,Democratic,218
Surrogate Queens,26824,23,57,Stephen H. Weiner,Republican,175
Surrogate Queens,26824,23,57,Stephen H. Weiner,Conservative/Common Sense,15
Surrogate Queens,26824,23,57,WRITE-IN,,2
Surrogate Queens,26824,23,58,Cassandra A. Johnson,Democratic,116
Surrogate Queens,26824,23,58,Stephen H. Weiner,Republican,316
Surrogate Queens,26824,23,58,Stephen H. Weiner,Conservative/Common Sense,36
Surrogate Queens,26824,23,58,WRITE-IN,,0
Surrogate Queens,26824,23,59,Cassandra A. Johnson,Democratic,89
Surrogate Queens,26824,23,59,Stephen H. Weiner,Republican,354
Surrogate Queens,26824,23,59,Stephen H. Weiner,Conservative/Common Sense,16
Surrogate Queens,26824,23,59,WRITE-IN,,0
Surrogate Queens,26824,23,60,Cassandra A. Johnson,Democratic,260
Surrogate Queens,26824,23,60,Stephen H. Weiner,Republican,335
Surrogate Queens,26824,23,60,Stephen H. Weiner,Conservative/Common Sense,30
Surrogate Queens,26824,23,60,WRITE-IN,,2
Surrogate Queens,26824,23,61,Cassandra A. Johnson,Democratic,10
Surrogate Queens,26824,23,61,Stephen H. Weiner,Republican,3
Surrogate Queens,26824,23,61,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,23,61,WRITE-IN,,0
Surrogate Queens,26824,23,62,Cassandra A. Johnson,Democratic,387
Surrogate Queens,26824,23,62,Stephen H. Weiner,Republican,321
Surrogate Queens,26824,23,62,Stephen H. Weiner,Conservative/Common Sense,18
Surrogate Queens,26824,23,62,WRITE-IN,,8
Surrogate Queens,26824,23,63,Cassandra A. Johnson,Democratic,230
Surrogate Queens,26824,23,63,Stephen H. Weiner,Republican,141
Surrogate Queens,26824,23,63,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,23,63,WRITE-IN,,3
Surrogate Queens,26824,23,64,Cassandra A. Johnson,Democratic,125
Surrogate Queens,26824,23,64,Stephen H. Weiner,Republican,72
Surrogate Queens,26824,23,64,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,23,64,WRITE-IN,,0
Surrogate Queens,26824,23,65,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,23,65,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,23,65,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,23,65,WRITE-IN,,0
Surrogate Queens,26824,23,66,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,23,66,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,23,66,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,23,66,WRITE-IN,,0
Surrogate Queens,26824,23,67,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,23,67,Stephen H. Weiner,Republican,1
Surrogate Queens,26824,23,67,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,23,67,WRITE-IN,,0
Surrogate Queens,26824,23,68,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,23,68,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,23,68,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,23,68,WRITE-IN,,0
Surrogate Queens,26824,23,69,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,23,69,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,23,69,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,23,69,WRITE-IN,,0
Surrogate Queens,26824,23,70,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,23,70,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,23,70,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,23,70,WRITE-IN,,0
Surrogate Queens,26824,23,71,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,23,71,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,23,71,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,23,71,WRITE-IN,,0
Surrogate Queens,26824,23,72,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,23,72,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,23,72,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,23,72,WRITE-IN,,0
Surrogate Queens,26824,24,1,Cassandra A. Johnson,Democratic,162
Surrogate Queens,26824,24,1,Stephen H. Weiner,Republican,94
Surrogate Queens,26824,24,1,Stephen H. Weiner,Conservative/Common Sense,5
Surrogate Queens,26824,24,1,WRITE-IN,,0
Surrogate Queens,26824,24,2,Cassandra A. Johnson,Democratic,212
Surrogate Queens,26824,24,2,Stephen H. Weiner,Republican,89
Surrogate Queens,26824,24,2,Stephen H. Weiner,Conservative/Common Sense,4
Surrogate Queens,26824,24,2,WRITE-IN,,1
Surrogate Queens,26824,24,3,Cassandra A. Johnson,Democratic,411
Surrogate Queens,26824,24,3,Stephen H. Weiner,Republican,250
Surrogate Queens,26824,24,3,Stephen H. Weiner,Conservative/Common Sense,22
Surrogate Queens,26824,24,3,WRITE-IN,,2
Surrogate Queens,26824,24,4,Cassandra A. Johnson,Democratic,366
Surrogate Queens,26824,24,4,Stephen H. Weiner,Republican,186
Surrogate Queens,26824,24,4,Stephen H. Weiner,Conservative/Common Sense,15
Surrogate Queens,26824,24,4,WRITE-IN,,0
Surrogate Queens,26824,24,5,Cassandra A. Johnson,Democratic,379
Surrogate Queens,26824,24,5,Stephen H. Weiner,Republican,167
Surrogate Queens,26824,24,5,Stephen H. Weiner,Conservative/Common Sense,18
Surrogate Queens,26824,24,5,WRITE-IN,,0
Surrogate Queens,26824,24,6,Cassandra A. Johnson,Democratic,423
Surrogate Queens,26824,24,6,Stephen H. Weiner,Republican,298
Surrogate Queens,26824,24,6,Stephen H. Weiner,Conservative/Common Sense,25
Surrogate Queens,26824,24,6,WRITE-IN,,3
Surrogate Queens,26824,24,7,Cassandra A. Johnson,Democratic,329
Surrogate Queens,26824,24,7,Stephen H. Weiner,Republican,180
Surrogate Queens,26824,24,7,Stephen H. Weiner,Conservative/Common Sense,17
Surrogate Queens,26824,24,7,WRITE-IN,,2
Surrogate Queens,26824,24,8,Cassandra A. Johnson,Democratic,464
Surrogate Queens,26824,24,8,Stephen H. Weiner,Republican,273
Surrogate Queens,26824,24,8,Stephen H. Weiner,Conservative/Common Sense,18
Surrogate Queens,26824,24,8,WRITE-IN,,0
Surrogate Queens,26824,24,9,Cassandra A. Johnson,Democratic,546
Surrogate Queens,26824,24,9,Stephen H. Weiner,Republican,262
Surrogate Queens,26824,24,9,Stephen H. Weiner,Conservative/Common Sense,17
Surrogate Queens,26824,24,9,WRITE-IN,,0
Surrogate Queens,26824,24,10,Cassandra A. Johnson,Democratic,502
Surrogate Queens,26824,24,10,Stephen H. Weiner,Republican,165
Surrogate Queens,26824,24,10,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,24,10,WRITE-IN,,0
Surrogate Queens,26824,24,11,Cassandra A. Johnson,Democratic,309
Surrogate Queens,26824,24,11,Stephen H. Weiner,Republican,142
Surrogate Queens,26824,24,11,Stephen H. Weiner,Conservative/Common Sense,13
Surrogate Queens,26824,24,11,WRITE-IN,,1
Surrogate Queens,26824,24,12,Cassandra A. Johnson,Democratic,258
Surrogate Queens,26824,24,12,Stephen H. Weiner,Republican,139
Surrogate Queens,26824,24,12,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,24,12,WRITE-IN,,2
Surrogate Queens,26824,24,13,Cassandra A. Johnson,Democratic,442
Surrogate Queens,26824,24,13,Stephen H. Weiner,Republican,212
Surrogate Queens,26824,24,13,Stephen H. Weiner,Conservative/Common Sense,16
Surrogate Queens,26824,24,13,WRITE-IN,,4
Surrogate Queens,26824,24,14,Cassandra A. Johnson,Democratic,379
Surrogate Queens,26824,24,14,Stephen H. Weiner,Republican,256
Surrogate Queens,26824,24,14,Stephen H. Weiner,Conservative/Common Sense,23
Surrogate Queens,26824,24,14,WRITE-IN,,1
Surrogate Queens,26824,24,15,Cassandra A. Johnson,Democratic,343
Surrogate Queens,26824,24,15,Stephen H. Weiner,Republican,234
Surrogate Queens,26824,24,15,Stephen H. Weiner,Conservative/Common Sense,16
Surrogate Queens,26824,24,15,WRITE-IN,,0
Surrogate Queens,26824,24,17,Cassandra A. Johnson,Democratic,78
Surrogate Queens,26824,24,17,Stephen H. Weiner,Republican,19
Surrogate Queens,26824,24,17,Stephen H. Weiner,Conservative/Common Sense,4
Surrogate Queens,26824,24,17,WRITE-IN,,1
Surrogate Queens,26824,24,18,Cassandra A. Johnson,Democratic,252
Surrogate Queens,26824,24,18,Stephen H. Weiner,Republican,160
Surrogate Queens,26824,24,18,Stephen H. Weiner,Conservative/Common Sense,21
Surrogate Queens,26824,24,18,WRITE-IN,,0
Surrogate Queens,26824,24,19,Cassandra A. Johnson,Democratic,349
Surrogate Queens,26824,24,19,Stephen H. Weiner,Republican,215
Surrogate Queens,26824,24,19,Stephen H. Weiner,Conservative/Common Sense,9
Surrogate Queens,26824,24,19,WRITE-IN,,1
Surrogate Queens,26824,24,20,Cassandra A. Johnson,Democratic,148
Surrogate Queens,26824,24,20,Stephen H. Weiner,Republican,69
Surrogate Queens,26824,24,20,Stephen H. Weiner,Conservative/Common Sense,1
Surrogate Queens,26824,24,20,WRITE-IN,,0
Surrogate Queens,26824,24,21,Cassandra A. Johnson,Democratic,249
Surrogate Queens,26824,24,21,Stephen H. Weiner,Republican,184
Surrogate Queens,26824,24,21,Stephen H. Weiner,Conservative/Common Sense,28
Surrogate Queens,26824,24,21,WRITE-IN,,2
Surrogate Queens,26824,24,22,Cassandra A. Johnson,Democratic,33
Surrogate Queens,26824,24,22,Stephen H. Weiner,Republican,51
Surrogate Queens,26824,24,22,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,24,22,WRITE-IN,,0
Surrogate Queens,26824,24,23,Cassandra A. Johnson,Democratic,310
Surrogate Queens,26824,24,23,Stephen H. Weiner,Republican,154
Surrogate Queens,26824,24,23,Stephen H. Weiner,Conservative/Common Sense,14
Surrogate Queens,26824,24,23,WRITE-IN,,1
Surrogate Queens,26824,24,24,Cassandra A. Johnson,Democratic,221
Surrogate Queens,26824,24,24,Stephen H. Weiner,Republican,178
Surrogate Queens,26824,24,24,Stephen H. Weiner,Conservative/Common Sense,18
Surrogate Queens,26824,24,24,WRITE-IN,,10
Surrogate Queens,26824,24,25,Cassandra A. Johnson,Democratic,124
Surrogate Queens,26824,24,25,Stephen H. Weiner,Republican,92
Surrogate Queens,26824,24,25,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,24,25,WRITE-IN,,0
Surrogate Queens,26824,24,26,Cassandra A. Johnson,Democratic,251
Surrogate Queens,26824,24,26,Stephen H. Weiner,Republican,138
Surrogate Queens,26824,24,26,Stephen H. Weiner,Conservative/Common Sense,12
Surrogate Queens,26824,24,26,WRITE-IN,,2
Surrogate Queens,26824,24,27,Cassandra A. Johnson,Democratic,202
Surrogate Queens,26824,24,27,Stephen H. Weiner,Republican,95
Surrogate Queens,26824,24,27,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,24,27,WRITE-IN,,1
Surrogate Queens,26824,24,28,Cassandra A. Johnson,Democratic,233
Surrogate Queens,26824,24,28,Stephen H. Weiner,Republican,114
Surrogate Queens,26824,24,28,Stephen H. Weiner,Conservative/Common Sense,16
Surrogate Queens,26824,24,28,WRITE-IN,,0
Surrogate Queens,26824,24,29,Cassandra A. Johnson,Democratic,408
Surrogate Queens,26824,24,29,Stephen H. Weiner,Republican,201
Surrogate Queens,26824,24,29,Stephen H. Weiner,Conservative/Common Sense,21
Surrogate Queens,26824,24,29,WRITE-IN,,0
Surrogate Queens,26824,24,30,Cassandra A. Johnson,Democratic,267
Surrogate Queens,26824,24,30,Stephen H. Weiner,Republican,202
Surrogate Queens,26824,24,30,Stephen H. Weiner,Conservative/Common Sense,14
Surrogate Queens,26824,24,30,WRITE-IN,,6
Surrogate Queens,26824,24,31,Cassandra A. Johnson,Democratic,429
Surrogate Queens,26824,24,31,Stephen H. Weiner,Republican,251
Surrogate Queens,26824,24,31,Stephen H. Weiner,Conservative/Common Sense,19
Surrogate Queens,26824,24,31,WRITE-IN,,2
Surrogate Queens,26824,24,32,Cassandra A. Johnson,Democratic,365
Surrogate Queens,26824,24,32,Stephen H. Weiner,Republican,216
Surrogate Queens,26824,24,32,Stephen H. Weiner,Conservative/Common Sense,23
Surrogate Queens,26824,24,32,WRITE-IN,,0
Surrogate Queens,26824,24,33,Cassandra A. Johnson,Democratic,12
Surrogate Queens,26824,24,33,Stephen H. Weiner,Republican,20
