office,id,ad,ed,candidate,party,votes
Surrogate Queens,26824,27,13,Cassandra A. Johnson,Democratic,338
Surrogate Queens,26824,27,13,Stephen H. Weiner,Republican,228
Surrogate Queens,26824,27,13,Stephen H. Weiner,Conservative/Common Sense,13
Surrogate Queens,26824,27,13,WRITE-IN,,4
Surrogate Queens,26824,27,14,Cassandra A. Johnson,Democratic,614
Surrogate Queens,26824,27,14,Stephen H. Weiner,Republican,215
Surrogate Queens,26824,27,14,Stephen H. Weiner,Conservative/Common Sense,40
Surrogate Queens,26824,27,14,WRITE-IN,,0
Surrogate Queens,26824,27,15,Cassandra A. Johnson,Democratic,629
Surrogate Queens,26824,27,15,Stephen H. Weiner,Republican,259
Surrogate Queens,26824,27,15,Stephen H. Weiner,Conservative/Common Sense,43
Surrogate Queens,26824,27,15,WRITE-IN,,3
Surrogate Queens,26824,27,16,Cassandra A. Johnson,Democratic,338
Surrogate Queens,26824,27,16,Stephen H. Weiner,Republican,122
Surrogate Queens,26824,27,16,Stephen H. Weiner,Conservative/Common Sense,18
Surrogate Queens,26824,27,16,WRITE-IN,,0
Surrogate Queens,26824,27,17,Cassandra A. Johnson,Democratic,438
Surrogate Queens,26824,27,17,Stephen H. Weiner,Republican,198
Surrogate Queens,26824,27,17,Stephen H. Weiner,Conservative/Common Sense,21
Surrogate Queens,26824,27,17,WRITE-IN,,1
Surrogate Queens,26824,27,18,Cassandra A. Johnson,Democratic,256
Surrogate Queens,26824,27,18,Stephen H. Weiner,Republican,79
Surrogate Queens,26824,27,18,Stephen H. Weiner,Conservative/Common Sense,19
Surrogate Queens,26824,27,18,WRITE-IN,,0
Surrogate Queens,26824,27,19,Cassandra A. Johnson,Democratic,383
Surrogate Queens,26824,27,19,Stephen H. Weiner,Republican,329
Surrogate Queens,26824,27,19,Stephen H. Weiner,Conservative/Common Sense,20
Surrogate Queens,26824,27,19,WRITE-IN,,6
Surrogate Queens,26824,27,20,Cassandra A. Johnson,Democratic,236
Surrogate Queens,26824,27,20,Stephen H. Weiner,Republican,316
Surrogate Queens,26824,27,20,Stephen H. Weiner,Conservative/Common Sense,22
Surrogate Queens,26824,27,20,WRITE-IN,,1
Surrogate Queens,26824,27,21,Cassandra A. Johnson,Democratic,370
Surrogate Queens,26824,27,21,Stephen H. Weiner,Republican,382
Surrogate Queens,26824,27,21,Stephen H. Weiner,Conservative/Common Sense,32
Surrogate Queens,26824,27,21,WRITE-IN,,0
Surrogate Queens,26824,27,22,Cassandra A. Johnson,Democratic,469
Surrogate Queens,26824,27,22,Stephen H. Weiner,Republican,339
Surrogate Queens,26824,27,22,Stephen H. Weiner,Conservative/Common Sense,27
Surrogate Queens,26824,27,22,WRITE-IN,,0
Surrogate Queens,26824,27,23,Cassandra A. Johnson,Democratic,262
Surrogate Queens,26824,27,23,Stephen H. Weiner,Republican,406
Surrogate Queens,26824,27,23,Stephen H. Weiner,Conservative/Common Sense,23
Surrogate Queens,26824,27,23,WRITE-IN,,1
Surrogate Queens,26824,27,24,Cassandra A. Johnson,Democratic,265
Surrogate Queens,26824,27,24,Stephen H. Weiner,Republican,315
Surrogate Queens,26824,27,24,Stephen H. Weiner,Conservative/Common Sense,16
Surrogate Queens,26824,27,24,WRITE-IN,,3
Surrogate Queens,26824,27,25,Cassandra A. Johnson,Democratic,368
Surrogate Queens,26824,27,25,Stephen H. Weiner,Republican,468
Surrogate Queens,26824,27,25,Stephen H. Weiner,Conservative/Common Sense,32
Surrogate Queens,26824,27,25,WRITE-IN,,0
Surrogate Queens,26824,27,26,Cassandra A. Johnson,Democratic,147
Surrogate Queens,26824,27,26,Stephen H. Weiner,Republican,64
Surrogate Queens,26824,27,26,Stephen H. Weiner,Conservative/Common Sense,5
Surrogate Queens,26824,27,26,WRITE-IN,,0
Surrogate Queens,26824,27,27,Cassandra A. Johnson,Democratic,288
Surrogate Queens,26824,27,27,Stephen H. Weiner,Republican,641
Surrogate Queens,26824,27,27,Stephen H. Weiner,Conservative/Common Sense,21
Surrogate Queens,26824,27,27,WRITE-IN,,2
Surrogate Queens,26824,27,28,Cassandra A. Johnson,Democratic,386
Surrogate Queens,26824,27,28,Stephen H. Weiner,Republican,371
Surrogate Queens,26824,27,28,Stephen H. Weiner,Conservative/Common Sense,23
Surrogate Queens,26824,27,28,WRITE-IN,,1
Surrogate Queens,26824,27,29,Cassandra A. Johnson,Democratic,338
Surrogate Queens,26824,27,29,Stephen H. Weiner,Republican,396
Surrogate Queens,26824,27,29,Stephen H. Weiner,Conservative/Common Sense,31
Surrogate Queens,26824,27,29,WRITE-IN,,2
Surrogate Queens,26824,27,30,Cassandra A. Johnson,Democratic,231
Surrogate Queens,26824,27,30,Stephen H. Weiner,Republican,225
Surrogate Queens,26824,27,30,Stephen H. Weiner,Conservative/Common Sense,13
Surrogate Queens,26824,27,30,WRITE-IN,,0
Surrogate Queens,26824,27,31,Cassandra A. Johnson,Democratic,11
Surrogate Queens,26824,27,31,Stephen H. Weiner,Republican,53
Surrogate Queens,26824,27,31,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,27,31,WRITE-IN,,0
Surrogate Queens,26824,27,32,Cassandra A. Johnson,Democratic,340
Surrogate Queens,26824,27,32,Stephen H. Weiner,Republican,327
Surrogate Queens,26824,27,32,Stephen H. Weiner,Conservative/Common Sense,27
Surrogate Queens,26824,27,32,WRITE-IN,,1
Surrogate Queens,26824,27,33,Cassandra A. Johnson,Democratic,378
Surrogate Queens,26824,27,33,Stephen H. Weiner,Republican,363
Surrogate Queens,26824,27,33,Stephen H. Weiner,Conservative/Common Sense,36
Surrogate Queens,26824,27,33,WRITE-IN,,1
Surrogate Queens,26824,27,34,Cassandra A. Johnson,Democratic,339
Surrogate Queens,26824,27,34,Stephen H. Weiner,Republican,353
Surrogate Queens,26824,27,34,Stephen H. Weiner,Conservative/Common Sense,41
Surrogate Queens,26824,27,34,WRITE-IN,,0
Surrogate Queens,26824,27,35,Cassandra A. Johnson,Democratic,329
Surrogate Queens,26824,27,35,Stephen H. Weiner,Republican,294
Surrogate Queens,26824,27,35,Stephen H. Weiner,Conservative/Common Sense,29
Surrogate Queens,26824,27,35,WRITE-IN,,1
Surrogate Queens,26824,27,36,Cassandra A. Johnson,Democratic,338
Surrogate Queens,26824,27,36,Stephen H. Weiner,Republican,382
Surrogate Queens,26824,27,36,Stephen H. Weiner,Conservative/Common Sense,42
Surrogate Queens,26824,27,36,WRITE-IN,,1
Surrogate Queens,26824,27,37,Cassandra A. Johnson,Democratic,352
Surrogate Queens,26824,27,37,Stephen H. Weiner,Republican,362
Surrogate Queens,26824,27,37,Stephen H. Weiner,Conservative/Common Sense,30
Surrogate Queens,26824,27,37,WRITE-IN,,2
Surrogate Queens,26824,27,38,Cassandra A. Johnson,Democratic,313
Surrogate Queens,26824,27,38,Stephen H. Weiner,Republican,391
Surrogate Queens,26824,27,38,Stephen H. Weiner,Conservative/Common Sense,38
Surrogate Queens,26824,27,38,WRITE-IN,,3
Surrogate Queens,26824,27,39,Cassandra A. Johnson,Democratic,254
Surrogate Queens,26824,27,39,Stephen H. Weiner,Republican,536
Surrogate Queens,26824,27,39,Stephen H. Weiner,Conservative/Common Sense,34
Surrogate Queens,26824,27,39,WRITE-IN,,1
Surrogate Queens,26824,27,40,Cassandra A. Johnson,Democratic,407
Surrogate Queens,26824,27,40,Stephen H. Weiner,Republican,369
Surrogate Queens,26824,27,40,Stephen H. Weiner,Conservative/Common Sense,23
Surrogate Queens,26824,27,40,WRITE-IN,,6
Surrogate Queens,26824,27,41,Cassandra A. Johnson,Democratic,97
Surrogate Queens,26824,27,41,Stephen H. Weiner,Republican,235
Surrogate Queens,26824,27,41,Stephen H. Weiner,Conservative/Common Sense,17
Surrogate Queens,26824,27,41,WRITE-IN,,1
Surrogate Queens,26824,27,42,Cassandra A. Johnson,Democratic,228
Surrogate Queens,26824,27,42,Stephen H. Weiner,Republican,832
Surrogate Queens,26824,27,42,Stephen H. Weiner,Conservative/Common Sense,67
Surrogate Queens,26824,27,42,WRITE-IN,,2
Surrogate Queens,26824,27,43,Cassandra A. Johnson,Democratic,302
Surrogate Queens,26824,27,43,Stephen H. Weiner,Republican,525
Surrogate Queens,26824,27,43,Stephen H. Weiner,Conservative/Common Sense,50
Surrogate Queens,26824,27,43,WRITE-IN,,0
Surrogate Queens,26824,27,44,Cassandra A. Johnson,Democratic,248
Surrogate Queens,26824,27,44,Stephen H. Weiner,Republican,587
Surrogate Queens,26824,27,44,Stephen H. Weiner,Conservative/Common Sense,33
Surrogate Queens,26824,27,44,WRITE-IN,,1
Surrogate Queens,26824,27,45,Cassandra A. Johnson,Democratic,238
Surrogate Queens,26824,27,45,Stephen H. Weiner,Republican,586
Surrogate Queens,26824,27,45,Stephen H. Weiner,Conservative/Common Sense,46
Surrogate Queens,26824,27,45,WRITE-IN,,0
Surrogate Queens,26824,27,46,Cassandra A. Johnson,Democratic,33
Surrogate Queens,26824,27,46,Stephen H. Weiner,Republican,138
Surrogate Queens,26824,27,46,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,27,46,WRITE-IN,,0
Surrogate Queens,26824,27,47,Cassandra A. Johnson,Democratic,170
Surrogate Queens,26824,27,47,Stephen H. Weiner,Republican,122
Surrogate Queens,26824,27,47,Stephen H. Weiner,Conservative/Common Sense,9
Surrogate Queens,26824,27,47,WRITE-IN,,2
Surrogate Queens,26824,27,48,Cassandra A. Johnson,Democratic,343
Surrogate Queens,26824,27,48,Stephen H. Weiner,Republican,475
Surrogate Queens,26824,27,48,Stephen H. Weiner,Conservative/Common Sense,30
Surrogate Queens,26824,27,48,WRITE-IN,,2
Surrogate Queens,26824,27,49,Cassandra A. Johnson,Democratic,328
Surrogate Queens,26824,27,49,Stephen H. Weiner,Republican,494
Surrogate Queens,26824,27,49,Stephen H. Weiner,Conservative/Common Sense,47
Surrogate Queens,26824,27,49,WRITE-IN,,3
Surrogate Queens,26824,27,50,Cassandra A. Johnson,Democratic,277
Surrogate Queens,26824,27,50,Stephen H. Weiner,Republican,399
Surrogate Queens,26824,27,50,Stephen H. Weiner,Conservative/Common Sense,30
Surrogate Queens,26824,27,50,WRITE-IN,,3
Surrogate Queens,26824,27,51,Cassandra A. Johnson,Democratic,316
Surrogate Queens,26824,27,51,Stephen H. Weiner,Republican,350
Surrogate Queens,26824,27,51,Stephen H. Weiner,Conservative/Common Sense,39
Surrogate Queens,26824,27,51,WRITE-IN,,2
Surrogate Queens,26824,27,52,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,52,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,52,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,52,WRITE-IN,,0
Surrogate Queens,26824,27,53,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,53,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,53,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,53,WRITE-IN,,0
Surrogate Queens,26824,27,54,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,54,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,54,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,54,WRITE-IN,,0
Surrogate Queens,26824,27,55,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,55,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,55,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,55,WRITE-IN,,0
Surrogate Queens,26824,27,56,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,56,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,56,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,56,WRITE-IN,,0
Surrogate Queens,26824,27,57,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,57,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,57,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,57,WRITE-IN,,0
Surrogate Queens,26824,27,58,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,58,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,58,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,58,WRITE-IN,,0
Surrogate Queens,26824,27,59,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,59,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,59,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,59,WRITE-IN,,0
Surrogate Queens,26824,27,60,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,60,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,60,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,60,WRITE-IN,,0
Surrogate Queens,26824,27,61,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,61,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,61,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,61,WRITE-IN,,0
Surrogate Queens,26824,27,62,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,62,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,62,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,62,WRITE-IN,,0
Surrogate Queens,26824,27,63,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,63,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,63,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,63,WRITE-IN,,0
Surrogate Queens,26824,27,64,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,64,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,64,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,64,WRITE-IN,,0
Surrogate Queens,26824,27,65,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,65,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,65,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,65,WRITE-IN,,0
Surrogate Queens,26824,27,66,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,66,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,66,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,66,WRITE-IN,,0
Surrogate Queens,26824,27,67,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,67,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,67,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,67,WRITE-IN,,0
Surrogate Queens,26824,27,68,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,27,68,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,27,68,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,27,68,WRITE-IN,,0
Surrogate Queens,26824,28,1,Cassandra A. Johnson,Democratic,186
Surrogate Queens,26824,28,1,Stephen H. Weiner,Republican,86
Surrogate Queens,26824,28,1,Stephen H. Weiner,Conservative/Common Sense,16
Surrogate Queens,26824,28,1,WRITE-IN,,0
Surrogate Queens,26824,28,2,Cassandra A. Johnson,Democratic,793
Surrogate Queens,26824,28,2,Stephen H. Weiner,Republican,315
Surrogate Queens,26824,28,2,Stephen H. Weiner,Conservative/Common Sense,49
Surrogate Queens,26824,28,2,WRITE-IN,,1
Surrogate Queens,26824,28,3,Cassandra A. Johnson,Democratic,726
Surrogate Queens,26824,28,3,Stephen H. Weiner,Republican,305
Surrogate Queens,26824,28,3,Stephen H. Weiner,Conservative/Common Sense,35
Surrogate Queens,26824,28,3,WRITE-IN,,6
Surrogate Queens,26824,28,4,Cassandra A. Johnson,Democratic,710
Surrogate Queens,26824,28,4,Stephen H. Weiner,Republican,275
Surrogate Queens,26824,28,4,Stephen H. Weiner,Conservative/Common Sense,24
Surrogate Queens,26824,28,4,WRITE-IN,,5
Surrogate Queens,26824,28,5,Cassandra A. Johnson,Democratic,70
Surrogate Queens,26824,28,5,Stephen H. Weiner,Republican,58
Surrogate Queens,26824,28,5,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,28,5,WRITE-IN,,0
Surrogate Queens,26824,28,6,Cassandra A. Johnson,Democratic,162
Surrogate Queens,26824,28,6,Stephen H. Weiner,Republican,107
Surrogate Queens,26824,28,6,Stephen H. Weiner,Conservative/Common Sense,12
Surrogate Queens,26824,28,6,WRITE-IN,,4
Surrogate Queens,26824,28,7,Cassandra A. Johnson,Democratic,547
Surrogate Queens,26824,28,7,Stephen H. Weiner,Republican,310
Surrogate Queens,26824,28,7,Stephen H. Weiner,Conservative/Common Sense,17
Surrogate Queens,26824,28,7,WRITE-IN,,5
Surrogate Queens,26824,28,8,Cassandra A. Johnson,Democratic,555
Surrogate Queens,26824,28,8,Stephen H. Weiner,Republican,261
Surrogate Queens,26824,28,8,Stephen H. Weiner,Conservative/Common Sense,35
Surrogate Queens,26824,28,8,WRITE-IN,,2
Surrogate Queens,26824,28,9,Cassandra A. Johnson,Democratic,546
Surrogate Queens,26824,28,9,Stephen H. Weiner,Republican,313
Surrogate Queens,26824,28,9,Stephen H. Weiner,Conservative/Common Sense,27
Surrogate Queens,26824,28,9,WRITE-IN,,0
Surrogate Queens,26824,28,10,Cassandra A. Johnson,Democratic,144
Surrogate Queens,26824,28,10,Stephen H. Weiner,Republican,278
Surrogate Queens,26824,28,10,Stephen H. Weiner,Conservative/Common Sense,22
Surrogate Queens,26824,28,10,WRITE-IN,,0
Surrogate Queens,26824,28,11,Cassandra A. Johnson,Democratic,249
Surrogate Queens,26824,28,11,Stephen H. Weiner,Republican,300
Surrogate Queens,26824,28,11,Stephen H. Weiner,Conservative/Common Sense,31
Surrogate Queens,26824,28,11,WRITE-IN,,0
Surrogate Queens,26824,28,12,Cassandra A. Johnson,Democratic,231
Surrogate Queens,26824,28,12,Stephen H. Weiner,Republican,505
Surrogate Queens,26824,28,12,Stephen H. Weiner,Conservative/Common Sense,57
Surrogate Queens,26824,28,12,WRITE-IN,,2
Surrogate Queens,26824,28,13,Cassandra A. Johnson,Democratic,194
Surrogate Queens,26824,28,13,Stephen H. Weiner,Republican,280
Surrogate Queens,26824,28,13,Stephen H. Weiner,Conservative/Common Sense,32
Surrogate Queens,26824,28,13,WRITE-IN,,1
Surrogate Queens,26824,28,14,Cassandra A. Johnson,Democratic,305
Surrogate Queens,26824,28,14,Stephen H. Weiner,Republican,426
Surrogate Queens,26824,28,14,Stephen H. Weiner,Conservative/Common Sense,39
Surrogate Queens,26824,28,14,WRITE-IN,,0
Surrogate Queens,26824,28,15,Cassandra A. Johnson,Democratic,298
Surrogate Queens,26824,28,15,Stephen H. Weiner,Republican,434
Surrogate Queens,26824,28,15,Stephen H. Weiner,Conservative/Common Sense,34
Surrogate Queens,26824,28,15,WRITE-IN,,0
Surrogate Queens,26824,28,16,Cassandra A. Johnson,Democratic,2
Surrogate Queens,26824,28,16,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,28,16,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,28,16,WRITE-IN,,0
Surrogate Queens,26824,28,17,Cassandra A. Johnson,Democratic,10
Surrogate Queens,26824,28,17,Stephen H. Weiner,Republican,26
Surrogate Queens,26824,28,17,Stephen H. Weiner,Conservative/Common Sense,2
Surrogate Queens,26824,28,17,WRITE-IN,,0
Surrogate Queens,26824,28,18,Cassandra A. Johnson,Democratic,103
Surrogate Queens,26824,28,18,Stephen H. Weiner,Republican,45
Surrogate Queens,26824,28,18,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,28,18,WRITE-IN,,0
Surrogate Queens,26824,28,19,Cassandra A. Johnson,Democratic,284
Surrogate Queens,26824,28,19,Stephen H. Weiner,Republican,174
Surrogate Queens,26824,28,19,Stephen H. Weiner,Conservative/Common Sense,12
Surrogate Queens,26824,28,19,WRITE-IN,,0
Surrogate Queens,26824,28,20,Cassandra A. Johnson,Democratic,396
Surrogate Queens,26824,28,20,Stephen H. Weiner,Republican,244
Surrogate Queens,26824,28,20,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,28,20,WRITE-IN,,1
Surrogate Queens,26824,28,21,Cassandra A. Johnson,Democratic,133
Surrogate Queens,26824,28,21,Stephen H. Weiner,Republican,168
Surrogate Queens,26824,28,21,Stephen H. Weiner,Conservative/Common Sense,12
Surrogate Queens,26824,28,21,WRITE-IN,,0
Surrogate Queens,26824,28,22,Cassandra A. Johnson,Democratic,310
Surrogate Queens,26824,28,22,Stephen H. Weiner,Republican,574
Surrogate Queens,26824,28,22,Stephen H. Weiner,Conservative/Common Sense,40
Surrogate Queens,26824,28,22,WRITE-IN,,0
Surrogate Queens,26824,28,23,Cassandra A. Johnson,Democratic,190
Surrogate Queens,26824,28,23,Stephen H. Weiner,Republican,458
Surrogate Queens,26824,28,23,Stephen H. Weiner,Conservative/Common Sense,33
Surrogate Queens,26824,28,23,WRITE-IN,,1
Surrogate Queens,26824,28,24,Cassandra A. Johnson,Democratic,352
Surrogate Queens,26824,28,24,Stephen H. Weiner,Republican,599
Surrogate Queens,26824,28,24,Stephen H. Weiner,Conservative/Common Sense,53
Surrogate Queens,26824,28,24,WRITE-IN,,0
Surrogate Queens,26824,28,25,Cassandra A. Johnson,Democratic,385
Surrogate Queens,26824,28,25,Stephen H. Weiner,Republican,703
Surrogate Queens,26824,28,25,Stephen H. Weiner,Conservative/Common Sense,63
Surrogate Queens,26824,28,25,WRITE-IN,,0
Surrogate Queens,26824,28,26,Cassandra A. Johnson,Democratic,325
Surrogate Queens,26824,28,26,Stephen H. Weiner,Republican,438
Surrogate Queens,26824,28,26,Stephen H. Weiner,Conservative/Common Sense,44
Surrogate Queens,26824,28,26,WRITE-IN,,0
Surrogate Queens,26824,28,27,Cassandra A. Johnson,Democratic,189
Surrogate Queens,26824,28,27,Stephen H. Weiner,Republican,265
Surrogate Queens,26824,28,27,Stephen H. Weiner,Conservative/Common Sense,33
Surrogate Queens,26824,28,27,WRITE-IN,,0
Surrogate Queens,26824,28,28,Cassandra A. Johnson,Democratic,235
Surrogate Queens,26824,28,28,Stephen H. Weiner,Republican,143
Surrogate Queens,26824,28,28,Stephen H. Weiner,Conservative/Common Sense,26
Surrogate Queens,26824,28,28,WRITE-IN,,0
Surrogate Queens,26824,28,29,Cassandra A. Johnson,Democratic,532
Surrogate Queens,26824,28,29,Stephen H. Weiner,Republican,294
Surrogate Queens,26824,28,29,Stephen H. Weiner,Conservative/Common Sense,31
Surrogate Queens,26824,28,29,WRITE-IN,,2
Surrogate Queens,26824,28,30,Cassandra A. Johnson,Democratic,719
Surrogate Queens,26824,28,30,Stephen H. Weiner,Republican,358
Surrogate Queens,26824,28,30,Stephen H. Weiner,Conservative/Common Sense,40
Surrogate Queens,26824,28,30,WRITE-IN,,0
Surrogate Queens,26824,28,31,Cassandra A. Johnson,Democratic,668
Surrogate Queens,26824,28,31,Stephen H. Weiner,Republican,207
Surrogate Queens,26824,28,31,Stephen H. Weiner,Conservative/Common Sense,23
Surrogate Queens,26824,28,31,WRITE-IN,,2
Surrogate Queens,26824,28,32,Cassandra A. Johnson,Democratic,707
Surrogate Queens,26824,28,32,Stephen H. Weiner,Republican,200
Surrogate Queens,26824,28,32,Stephen H. Weiner,Conservative/Common Sense,17
Surrogate Queens,26824,28,32,WRITE-IN,,1
Surrogate Queens,26824,28,33,Cassandra A. Johnson,Democratic,415
Surrogate Queens,26824,28,33,Stephen H. Weiner,Republican,177
Surrogate Queens,26824,28,33,Stephen H. Weiner,Conservative/Common Sense,13
Surrogate Queens,26824,28,33,WRITE-IN,,0
Surrogate Queens,26824,28,34,Cassandra A. Johnson,Democratic,490
Surrogate Queens,26824,28,34,Stephen H. Weiner,Republican,217
Surrogate Queens,26824,28,34,Stephen H. Weiner,Conservative/Common Sense,23
Surrogate Queens,26824,28,34,WRITE-IN,,3
Surrogate Queens,26824,28,35,Cassandra A. Johnson,Democratic,803
Surrogate Queens,26824,28,35,Stephen H. Weiner,Republican,323
Surrogate Queens,26824,28,35,Stephen H. Weiner,Conservative/Common Sense,21
Surrogate Queens,26824,28,35,WRITE-IN,,0
Surrogate Queens,26824,28,36,Cassandra A. Johnson,Democratic,201
Surrogate Queens,26824,28,36,Stephen H. Weiner,Republican,69
Surrogate Queens,26824,28,36,Stephen H. Weiner,Conservative/Common Sense,4
Surrogate Queens,26824,28,36,WRITE-IN,,0
Surrogate Queens,26824,28,37,Cassandra A. Johnson,Democratic,597
Surrogate Queens,26824,28,37,Stephen H. Weiner,Republican,311
Surrogate Queens,26824,28,37,Stephen H. Weiner,Conservative/Common Sense,25
Surrogate Queens,26824,28,37,WRITE-IN,,1
Surrogate Queens,26824,28,38,Cassandra A. Johnson,Democratic,531
Surrogate Queens,26824,28,38,Stephen H. Weiner,Republican,230
Surrogate Queens,26824,28,38,Stephen H. Weiner,Conservative/Common Sense,18
Surrogate Queens,26824,28,38,WRITE-IN,,1
Surrogate Queens,26824,28,39,Cassandra A. Johnson,Democratic,563
Surrogate Queens,26824,28,39,Stephen H. Weiner,Republican,308
Surrogate Queens,26824,28,39,Stephen H. Weiner,Conservative/Common Sense,26
Surrogate Queens,26824,28,39,WRITE-IN,,0
Surrogate Queens,26824,28,40,Cassandra A. Johnson,Democratic,518
Surrogate Queens,26824,28,40,Stephen H. Weiner,Republican,352
Surrogate Queens,26824,28,40,Stephen H. Weiner,Conservative/Common Sense,22
Surrogate Queens,26824,28,40,WRITE-IN,,0
Surrogate Queens,26824,28,41,Cassandra A. Johnson,Democratic,218
Surrogate Queens,26824,28,41,Stephen H. Weiner,Republican,125
Surrogate Queens,26824,28,41,Stephen H. Weiner,Conservative/Common Sense,13
Surrogate Queens,26824,28,41,WRITE-IN,,0
Surrogate Queens,26824,28,42,Cassandra A. Johnson,Democratic,52
Surrogate Queens,26824,28,42,Stephen H. Weiner,Republican,87
Surrogate Queens,26824,28,42,Stephen H. Weiner,Conservative/Common Sense,6
Surrogate Queens,26824,28,42,WRITE-IN,,0
Surrogate Queens,26824,28,43,Cassandra A. Johnson,Democratic,381
Surrogate Queens,26824,28,43,Stephen H. Weiner,Republican,484
Surrogate Queens,26824,28,43,Stephen H. Weiner,Conservative/Common Sense,33
Surrogate Queens,26824,28,43,WRITE-IN,,1
Surrogate Queens,26824,28,44,Cassandra A. Johnson,Democratic,254
Surrogate Queens,26824,28,44,Stephen H. Weiner,Republican,427
Surrogate Queens,26824,28,44,Stephen H. Weiner,Conservative/Common Sense,19
Surrogate Queens,26824,28,44,WRITE-IN,,0
Surrogate Queens,26824,28,45,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,28,45,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,28,45,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,28,45,WRITE-IN,,0
Surrogate Queens,26824,28,46,Cassandra A. Johnson,Democratic,483
Surrogate Queens,26824,28,46,Stephen H. Weiner,Republican,354
Surrogate Queens,26824,28,46,Stephen H. Weiner,Conservative/Common Sense,28
Surrogate Queens,26824,28,46,WRITE-IN,,3
Surrogate Queens,26824,28,47,Cassandra A. Johnson,Democratic,346
Surrogate Queens,26824,28,47,Stephen H. Weiner,Republican,226
Surrogate Queens,26824,28,47,Stephen H. Weiner,Conservative/Common Sense,28
Surrogate Queens,26824,28,47,WRITE-IN,,3
Surrogate Queens,26824,28,48,Cassandra A. Johnson,Democratic,551
Surrogate Queens,26824,28,48,Stephen H. Weiner,Republican,433
