office,id,ad,ed,candidate,party,votes
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,10,NO,,49
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,11,YES,,346
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,11,NO,,50
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,12,YES,,624
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,12,NO,,44
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,13,YES,,472
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,13,NO,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,14,YES,,433
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,14,NO,,34
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,15,YES,,275
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,15,NO,,23
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,16,YES,,422
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,16,NO,,34
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,17,YES,,490
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,17,NO,,46
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,18,YES,,35
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,18,NO,,1
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,19,YES,,476
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,19,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,20,YES,,652
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,20,NO,,20
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,21,YES,,488
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,21,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,22,YES,,436
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,22,NO,,31
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,23,YES,,414
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,23,NO,,21
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,24,YES,,650
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,24,NO,,46
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,25,YES,,315
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,25,NO,,14
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,26,YES,,386
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,26,NO,,26
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,27,YES,,688
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,27,NO,,31
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,28,YES,,620
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,28,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,29,YES,,717
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,29,NO,,46
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,30,YES,,537
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,30,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,31,YES,,529
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,31,NO,,30
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,32,YES,,300
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,32,NO,,10
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,33,YES,,319
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,33,NO,,5
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,34,YES,,502
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,34,NO,,31
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,35,YES,,589
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,35,NO,,40
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,36,YES,,216
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,36,NO,,15
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,37,YES,,349
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,37,NO,,9
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,38,YES,,682
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,38,NO,,38
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,39,YES,,522
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,39,NO,,27
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,40,YES,,586
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,40,NO,,26
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,41,YES,,532
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,41,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,42,YES,,362
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,42,NO,,26
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,43,YES,,407
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,43,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,44,YES,,646
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,44,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,45,YES,,604
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,45,NO,,22
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,46,YES,,621
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,46,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,47,YES,,306
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,47,NO,,18
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,48,YES,,362
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,48,NO,,21
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,49,YES,,633
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,49,NO,,26
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,50,YES,,681
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,50,NO,,30
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,51,YES,,255
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,51,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,52,YES,,304
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,52,NO,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,53,YES,,652
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,53,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,54,YES,,332
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,54,NO,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,55,YES,,447
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,55,NO,,34
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,56,YES,,735
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,56,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,57,YES,,148
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,57,NO,,17
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,58,YES,,915
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,58,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,59,YES,,369
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,59,NO,,15
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,60,YES,,345
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,60,NO,,24
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,61,YES,,323
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,61,NO,,26
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,62,YES,,500
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,62,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,63,YES,,688
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,63,NO,,32
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,64,YES,,533
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,64,NO,,32
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,65,YES,,241
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,65,NO,,10
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,66,YES,,230
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,66,NO,,23
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,67,YES,,270
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,67,NO,,23
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,68,YES,,237
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,68,NO,,14
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,69,YES,,661
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,69,NO,,19
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,70,YES,,66
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,56,70,NO,,2
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,1,YES,,353
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,1,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,2,YES,,360
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,2,NO,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,3,YES,,377
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,3,NO,,45
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,4,YES,,377
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,4,NO,,59
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,5,YES,,175
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,5,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,6,YES,,246
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,6,NO,,34
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,7,YES,,219
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,7,NO,,40
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,8,YES,,725
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,8,NO,,45
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,9,YES,,590
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,9,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,10,YES,,907
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,10,NO,,49
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,11,YES,,848
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,11,NO,,44
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,12,YES,,49
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,12,NO,,8
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,13,YES,,55
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,13,NO,,134
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,14,YES,,207
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,14,NO,,170
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,15,YES,,652
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,15,NO,,53
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,16,YES,,646
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,16,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,17,YES,,821
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,17,NO,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,18,YES,,287
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,18,NO,,17
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,19,YES,,585
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,19,NO,,27
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,20,YES,,728
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,20,NO,,36
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,21,YES,,659
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,21,NO,,32
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,22,YES,,787
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,22,NO,,34
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,23,YES,,737
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,23,NO,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,24,YES,,413
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,24,NO,,19
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,25,YES,,350
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,25,NO,,161
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,26,YES,,293
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,26,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,27,YES,,813
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,27,NO,,40
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,28,YES,,389
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,28,NO,,23
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,29,YES,,692
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,29,NO,,40
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,30,YES,,877
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,30,NO,,77
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,31,YES,,497
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,31,NO,,66
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,32,YES,,565
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,32,NO,,74
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,33,YES,,795
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,33,NO,,24
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,34,YES,,546
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,34,NO,,18
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,35,YES,,738
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,35,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,36,YES,,716
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,36,NO,,40
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,37,YES,,849
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,37,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,38,YES,,574
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,38,NO,,19
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,39,YES,,467
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,39,NO,,23
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,40,YES,,466
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,40,NO,,20
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,41,YES,,450
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,41,NO,,16
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,42,YES,,453
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,42,NO,,21
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,43,YES,,943
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,43,NO,,50
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,44,YES,,734
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,44,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,45,YES,,594
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,45,NO,,27
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,46,YES,,794
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,46,NO,,32
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,47,YES,,867
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,47,NO,,24
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,48,YES,,946
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,48,NO,,42
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,49,YES,,960
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,49,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,50,YES,,788
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,50,NO,,36
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,51,YES,,1081
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,51,NO,,44
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,52,YES,,630
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,52,NO,,19
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,53,YES,,532
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,53,NO,,19
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,54,YES,,623
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,54,NO,,32
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,55,YES,,713
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,55,NO,,36
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,56,YES,,721
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,56,NO,,34
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,57,YES,,801
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,57,NO,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,58,YES,,616
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,58,NO,,25
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,59,YES,,590
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,59,NO,,16
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,60,YES,,823
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,60,NO,,32
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,61,YES,,767
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,61,NO,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,62,YES,,537
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,62,NO,,20
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,63,YES,,775
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,63,NO,,42
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,64,YES,,503
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,64,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,65,YES,,559
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,65,NO,,62
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,66,YES,,411
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,66,NO,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,67,YES,,31
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,67,NO,,9
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,68,YES,,66
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,68,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,69,YES,,76
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,69,NO,,8
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,70,YES,,384
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,70,NO,,23
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,71,YES,,52
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,71,NO,,61
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,72,YES,,218
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,72,NO,,40
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,73,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,73,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,74,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,74,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,75,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,75,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,76,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,76,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,77,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,77,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,78,YES,,15
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,78,NO,,3
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,79,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,79,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,80,YES,,125
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,80,NO,,12
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,81,YES,,13
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,81,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,82,YES,,179
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,82,NO,,11
